Province,Confirmed,Deaths,Recovered,Latitude,Longitude,Date
Sichuan,538,3,365,30.5000001,102.4999999,01-03-2020
Sichuan,538,3,386,30.5000001,102.4999999,02-03-2020
Sichuan,538,3,394,30.5000001,102.4999999,03-03-2020
Sichuan,538,3,406,30.5000001,102.4999999,04-03-2020
Sichuan,539,3,425,30.5000001,102.4999999,05-03-2020
Sichuan,539,3,442,30.5000001,102.4999999,06-03-2020
Sichuan,539,3,454,30.5000001,102.4999999,07-03-2020
Sichuan,539,3,464,30.5000001,102.4999999,08-03-2020
Sichuan,539,3,466,30.5000001,102.4999999,09-03-2020
Sichuan,539,3,478,30.5000001,102.4999999,10-03-2020
Sichuan,539,3,488,30.5000001,102.4999999,11-03-2020
Sichuan,539,3,498,30.5000001,102.4999999,12-03-2020
Sichuan,539,3,503,30.5000001,102.4999999,13-03-2020
Sichuan,539,3,511,30.5000001,102.4999999,14-03-2020
Sichuan,539,3,516,30.5000001,102.4999999,15-03-2020
Tianjin,4,0,0,39.1235635,117.1980785,22-01-2020
Tianjin,4,0,0,39.1235635,117.1980785,23-01-2020
Tianjin,8,0,0,39.1235635,117.1980785,24-01-2020
Tianjin,10,0,0,39.1235635,117.1980785,25-01-2020
Tianjin,14,0,0,39.1235635,117.1980785,26-01-2020
Tianjin,23,0,0,39.1235635,117.1980785,27-01-2020
Tianjin,24,0,0,39.1235635,117.1980785,28-01-2020
Tianjin,27,0,0,39.1235635,117.1980785,29-01-2020
Tianjin,31,0,0,39.1235635,117.1980785,30-01-2020
Tianjin,32,0,0,39.1235635,117.1980785,31-01-2020
Tianjin,41,0,0,39.1235635,117.1980785,01-02-2020
Tianjin,48,0,1,39.1235635,117.1980785,02-02-2020
Tianjin,60,0,1,39.1235635,117.1980785,03-02-2020
Tianjin,67,0,2,39.1235635,117.1980785,04-02-2020
Tianjin,69,1,2,39.1235635,117.1980785,05-02-2020
Tianjin,79,1,2,39.1235635,117.1980785,06-02-2020
Tianjin,81,1,2,39.1235635,117.1980785,07-02-2020
Tianjin,88,1,4,39.1235635,117.1980785,08-02-2020
Tianjin,91,1,4,39.1235635,117.1980785,09-02-2020
Tianjin,95,1,8,39.1235635,117.1980785,10-02-2020
Tianjin,106,2,10,39.1235635,117.1980785,11-02-2020
Tianjin,112,2,11,39.1235635,117.1980785,12-02-2020
Tianjin,119,3,21,39.1235635,117.1980785,13-02-2020
Tianjin,120,3,31,39.1235635,117.1980785,14-02-2020
Tianjin,122,3,37,39.1235635,117.1980785,15-02-2020
Tianjin,124,3,45,39.1235635,117.1980785,16-02-2020
Tianjin,125,3,46,39.1235635,117.1980785,17-02-2020
Tianjin,128,3,48,39.1235635,117.1980785,18-02-2020
Tianjin,130,3,54,39.1235635,117.1980785,19-02-2020
Tianjin,131,3,59,39.1235635,117.1980785,20-02-2020
Tianjin,132,3,62,39.1235635,117.1980785,21-02-2020
Tianjin,135,3,65,39.1235635,117.1980785,22-02-2020
Tianjin,135,3,81,39.1235635,117.1980785,23-02-2020
Tianjin,135,3,87,39.1235635,117.1980785,24-02-2020
Tianjin,135,3,91,39.1235635,117.1980785,25-02-2020
Tianjin,135,3,96,39.1235635,117.1980785,26-02-2020
Tianjin,136,3,102,39.1235635,117.1980785,27-02-2020
Tianjin,136,3,102,39.1235635,117.1980785,28-02-2020
Tianjin,136,3,109,39.1235635,117.1980785,29-02-2020
Tianjin,136,3,111,39.1235635,117.1980785,01-03-2020
Tianjin,136,3,111,39.1235635,117.1980785,02-03-2020
Tianjin,136,3,124,39.1235635,117.1980785,03-03-2020
Tianjin,136,3,124,39.1235635,117.1980785,04-03-2020
Tianjin,136,3,128,39.1235635,117.1980785,05-03-2020
Tianjin,136,3,128,39.1235635,117.1980785,06-03-2020
Tianjin,136,3,128,39.1235635,117.1980785,07-03-2020
Tianjin,136,3,128,39.1235635,117.1980785,08-03-2020
Tianjin,136,3,130,39.1235635,117.1980785,09-03-2020
Tianjin,136,3,131,39.1235635,117.1980785,10-03-2020
Tianjin,136,3,131,39.1235635,117.1980785,11-03-2020
Tianjin,136,3,132,39.1235635,117.1980785,12-03-2020
Tianjin,136,3,132,39.1235635,117.1980785,13-03-2020
Tianjin,136,3,132,39.1235635,117.1980785,14-03-2020
Tianjin,136,3,133,39.1235635,117.1980785,15-03-2020
Tibet,1,0,0,31.89434315,87.07813713,30-01-2020
Tibet,1,0,0,31.89434315,87.07813713,31-01-2020
Tibet,1,0,0,31.89434315,87.07813713,01-02-2020
Tibet,1,0,0,31.89434315,87.07813713,02-02-2020
Tibet,1,0,0,31.89434315,87.07813713,03-02-2020
Tibet,1,0,0,31.89434315,87.07813713,04-02-2020
Tibet,1,0,0,31.89434315,87.07813713,05-02-2020
Tibet,1,0,0,31.89434315,87.07813713,06-02-2020
Tibet,1,0,0,31.89434315,87.07813713,07-02-2020
Tibet,1,0,0,31.89434315,87.07813713,08-02-2020
Tibet,1,0,0,31.89434315,87.07813713,09-02-2020
Tibet,1,0,0,31.89434315,87.07813713,10-02-2020
Tibet,1,0,0,31.89434315,87.07813713,11-02-2020
Tibet,1,0,1,31.89434315,87.07813713,12-02-2020
Tibet,1,0,1,31.89434315,87.07813713,13-02-2020
Tibet,1,0,1,31.89434315,87.07813713,14-02-2020
Tibet,1,0,1,31.89434315,87.07813713,15-02-2020
Tibet,1,0,1,31.89434315,87.07813713,16-02-2020
Tibet,1,0,1,31.89434315,87.07813713,17-02-2020
Tibet,1,0,1,31.89434315,87.07813713,18-02-2020
Tibet,1,0,1,31.89434315,87.07813713,19-02-2020
Tibet,1,0,1,31.89434315,87.07813713,20-02-2020
Tibet,1,0,1,31.89434315,87.07813713,21-02-2020
Tibet,1,0,1,31.89434315,87.07813713,22-02-2020
Tibet,1,0,1,31.89434315,87.07813713,23-02-2020
Tibet,1,0,1,31.89434315,87.07813713,24-02-2020
Tibet,1,0,1,31.89434315,87.07813713,25-02-2020
Tibet,1,0,1,31.89434315,87.07813713,26-02-2020
Tibet,1,0,1,31.89434315,87.07813713,27-02-2020
Tibet,1,0,1,31.89434315,87.07813713,28-02-2020
Tibet,1,0,1,31.89434315,87.07813713,29-02-2020
Tibet,1,0,1,31.89434315,87.07813713,01-03-2020
Tibet,1,0,1,31.89434315,87.07813713,02-03-2020
Tibet,1,0,1,31.89434315,87.07813713,03-03-2020
Tibet,1,0,1,31.89434315,87.07813713,04-03-2020
Tibet,1,0,1,31.89434315,87.07813713,05-03-2020
Tibet,1,0,1,31.89434315,87.07813713,06-03-2020
Tibet,1,0,1,31.89434315,87.07813713,07-03-2020
Tibet,1,0,1,31.89434315,87.07813713,08-03-2020
Tibet,1,0,1,31.89434315,87.07813713,09-03-2020
Tibet,1,0,1,31.89434315,87.07813713,10-03-2020
Tibet,1,0,1,31.89434315,87.07813713,11-03-2020
Tibet,1,0,1,31.89434315,87.07813713,12-03-2020
Tibet,1,0,1,31.89434315,87.07813713,13-03-2020
Tibet,1,0,1,31.89434315,87.07813713,14-03-2020
Tibet,1,0,1,31.89434315,87.07813713,15-03-2020
Xinjiang,0,0,0,41.7574769,87.16738423,22-01-2020
Xinjiang,2,0,0,41.7574769,87.16738423,23-01-2020
Xinjiang,2,0,0,41.7574769,87.16738423,24-01-2020
Xinjiang,3,0,0,41.7574769,87.16738423,25-01-2020
Xinjiang,4,0,0,41.7574769,87.16738423,26-01-2020
Xinjiang,5,0,0,41.7574769,87.16738423,27-01-2020
Xinjiang,10,0,0,41.7574769,87.16738423,28-01-2020
Xinjiang,13,0,0,41.7574769,87.16738423,29-01-2020
Xinjiang,14,0,0,41.7574769,87.16738423,30-01-2020
Xinjiang,17,0,0,41.7574769,87.16738423,31-01-2020
Xinjiang,18,0,0,41.7574769,87.16738423,01-02-2020
Xinjiang,21,0,0,41.7574769,87.16738423,02-02-2020
Xinjiang,24,0,0,41.7574769,87.16738423,03-02-2020
Xinjiang,29,0,0,41.7574769,87.16738423,04-02-2020
Xinjiang,32,0,0,41.7574769,87.16738423,05-02-2020
Xinjiang,36,0,0,41.7574769,87.16738423,06-02-2020
Xinjiang,39,0,0,41.7574769,87.16738423,07-02-2020
Xinjiang,42,0,0,41.7574769,87.16738423,08-02-2020
Xinjiang,45,0,0,41.7574769,87.16738423,09-02-2020
Xinjiang,49,0,0,41.7574769,87.16738423,10-02-2020
Xinjiang,55,0,3,41.7574769,87.16738423,11-02-2020
Xinjiang,59,0,3,41.7574769,87.16738423,12-02-2020
Xinjiang,63,1,6,41.7574769,87.16738423,13-02-2020
Xinjiang,65,1,6,41.7574769,87.16738423,14-02-2020
Xinjiang,70,1,10,41.7574769,87.16738423,15-02-2020
Xinjiang,71,1,12,41.7574769,87.16738423,16-02-2020
Xinjiang,75,1,12,41.7574769,87.16738423,17-02-2020
Xinjiang,76,1,12,41.7574769,87.16738423,18-02-2020
Xinjiang,76,1,20,41.7574769,87.16738423,19-02-2020
Xinjiang,76,1,22,41.7574769,87.16738423,20-02-2020
Xinjiang,76,1,24,41.7574769,87.16738423,21-02-2020
Xinjiang,76,2,25,41.7574769,87.16738423,22-02-2020
Xinjiang,76,2,28,41.7574769,87.16738423,23-02-2020
Xinjiang,76,2,30,41.7574769,87.16738423,24-02-2020
Xinjiang,76,2,30,41.7574769,87.16738423,25-02-2020
Xinjiang,76,2,34,41.7574769,87.16738423,26-02-2020
Xinjiang,76,2,43,41.7574769,87.16738423,27-02-2020
Xinjiang,76,3,52,41.7574769,87.16738423,28-02-2020
Xinjiang,76,3,62,41.7574769,87.16738423,29-02-2020
Xinjiang,76,3,64,41.7574769,87.16738423,01-03-2020
Xinjiang,76,3,66,41.7574769,87.16738423,02-03-2020
Xinjiang,76,3,68,41.7574769,87.16738423,03-03-2020
Xinjiang,76,3,69,41.7574769,87.16738423,04-03-2020
Xinjiang,76,3,70,41.7574769,87.16738423,05-03-2020
Xinjiang,76,3,71,41.7574769,87.16738423,06-03-2020
Xinjiang,76,3,72,41.7574769,87.16738423,07-03-2020
Xinjiang,76,3,73,41.7574769,87.16738423,08-03-2020
Xinjiang,76,3,73,41.7574769,87.16738423,09-03-2020
Xinjiang,76,3,73,41.7574769,87.16738423,10-03-2020
Xinjiang,76,3,73,41.7574769,87.16738423,11-03-2020
Xinjiang,76,3,73,41.7574769,87.16738423,12-03-2020
Xinjiang,76,3,73,41.7574769,87.16738423,13-03-2020
Xinjiang,76,3,73,41.7574769,87.16738423,14-03-2020
Xinjiang,76,3,73,41.7574769,87.16738423,15-03-2020
Yunnan,1,0,0,25,102,22-01-2020
Yunnan,2,0,0,25,102,23-01-2020
Yunnan,5,0,0,25,102,24-01-2020
Yunnan,11,0,0,25,102,25-01-2020
Yunnan,16,0,0,25,102,26-01-2020
Yunnan,26,0,0,25,102,27-01-2020
Yunnan,44,0,0,25,102,28-01-2020
Yunnan,55,0,0,25,102,29-01-2020
Yunnan,70,0,0,25,102,30-01-2020
Yunnan,83,0,1,25,102,31-01-2020
Yunnan,93,0,2,25,102,01-02-2020
Yunnan,105,0,3,25,102,02-02-2020
Yunnan,117,0,5,25,102,03-02-2020
Yunnan,122,0,5,25,102,04-02-2020
Yunnan,128,0,5,25,102,05-02-2020
Yunnan,133,0,7,25,102,06-02-2020
Yunnan,138,0,12,25,102,07-02-2020
Yunnan,138,0,17,25,102,08-02-2020
Yunnan,141,0,18,25,102,09-02-2020
Yunnan,149,0,19,25,102,10-02-2020
Yunnan,153,0,20,25,102,11-02-2020
Yunnan,154,0,26,25,102,12-02-2020
Yunnan,156,0,27,25,102,13-02-2020
Yunnan,162,0,36,25,102,14-02-2020
Yunnan,168,0,42,25,102,15-02-2020
Yunnan,171,0,42,25,102,16-02-2020
Yunnan,171,0,47,25,102,17-02-2020
Yunnan,172,0,57,25,102,18-02-2020
Yunnan,172,1,60,25,102,19-02-2020
Yunnan,174,2,79,25,102,20-02-2020
Yunnan,174,2,96,25,102,21-02-2020
Yunnan,174,2,107,25,102,22-02-2020
Yunnan,174,2,115,25,102,23-02-2020
Yunnan,174,2,124,25,102,24-02-2020
Yunnan,174,2,129,25,102,25-02-2020
Yunnan,174,2,144,25,102,26-02-2020
Yunnan,174,2,150,25,102,27-02-2020
Yunnan,174,2,156,25,102,28-02-2020
Yunnan,174,2,157,25,102,29-02-2020
Yunnan,174,2,163,25,102,01-03-2020
Yunnan,174,2,168,25,102,02-03-2020
Yunnan,174,2,169,25,102,03-03-2020
Yunnan,174,2,169,25,102,04-03-2020
Yunnan,174,2,169,25,102,05-03-2020
Yunnan,174,2,170,25,102,06-03-2020
Yunnan,174,2,170,25,102,07-03-2020
Yunnan,174,2,170,25,102,08-03-2020
Yunnan,174,2,170,25,102,09-03-2020
Yunnan,174,2,170,25,102,10-03-2020
Yunnan,174,2,170,25,102,11-03-2020
Yunnan,174,2,170,25,102,12-03-2020
Yunnan,174,2,170,25,102,13-03-2020
Yunnan,174,2,172,25,102,14-03-2020
Yunnan,174,2,172,25,102,15-03-2020
Zhejiang,10,0,0,29.0000001,119.9999999,22-01-2020
Zhejiang,27,0,0,29.0000001,119.9999999,23-01-2020
Zhejiang,43,0,1,29.0000001,119.9999999,24-01-2020
Zhejiang,62,0,1,29.0000001,119.9999999,25-01-2020
Zhejiang,104,0,1,29.0000001,119.9999999,26-01-2020
Zhejiang,128,0,1,29.0000001,119.9999999,27-01-2020
Zhejiang,173,0,3,29.0000001,119.9999999,28-01-2020
Zhejiang,296,0,3,29.0000001,119.9999999,29-01-2020
Zhejiang,428,0,4,29.0000001,119.9999999,30-01-2020
Zhejiang,538,0,14,29.0000001,119.9999999,31-01-2020
Zhejiang,599,0,21,29.0000001,119.9999999,01-02-2020
Zhejiang,661,0,32,29.0000001,119.9999999,02-02-2020
Zhejiang,724,0,43,29.0000001,119.9999999,03-02-2020
Zhejiang,829,0,62,29.0000001,119.9999999,04-02-2020
Zhejiang,895,0,78,29.0000001,119.9999999,05-02-2020
Zhejiang,954,0,94,29.0000001,119.9999999,06-02-2020
Zhejiang,1006,0,123,29.0000001,119.9999999,07-02-2020
Zhejiang,1048,0,175,29.0000001,119.9999999,08-02-2020
Zhejiang,1075,0,201,29.0000001,119.9999999,09-02-2020
Zhejiang,1092,0,242,29.0000001,119.9999999,10-02-2020
Zhejiang,1117,0,270,29.0000001,119.9999999,11-02-2020
Zhejiang,1131,0,321,29.0000001,119.9999999,12-02-2020
Zhejiang,1145,0,360,29.0000001,119.9999999,13-02-2020
Zhejiang,1155,0,403,29.0000001,119.9999999,14-02-2020
Zhejiang,1162,0,428,29.0000001,119.9999999,15-02-2020
Zhejiang,1167,0,456,29.0000001,119.9999999,16-02-2020
Zhejiang,1171,0,507,29.0000001,119.9999999,17-02-2020
Zhejiang,1172,0,535,29.0000001,119.9999999,18-02-2020
Zhejiang,1174,0,604,29.0000001,119.9999999,19-02-2020
Zhejiang,1175,1,633,29.0000001,119.9999999,20-02-2020
Zhejiang,1203,1,679,29.0000001,119.9999999,21-02-2020
Zhejiang,1205,1,719,29.0000001,119.9999999,22-02-2020
Zhejiang,1205,1,760,29.0000001,119.9999999,23-02-2020
Zhejiang,1205,1,782,29.0000001,119.9999999,24-02-2020
Zhejiang,1205,1,808,29.0000001,119.9999999,25-02-2020
Zhejiang,1205,1,867,29.0000001,119.9999999,26-02-2020
Zhejiang,1205,1,932,29.0000001,119.9999999,27-02-2020
Zhejiang,1205,1,975,29.0000001,119.9999999,28-02-2020
Zhejiang,1205,1,1016,29.0000001,119.9999999,29-02-2020
Zhejiang,1205,1,1046,29.0000001,119.9999999,01-03-2020
Zhejiang,1206,1,1069,29.0000001,119.9999999,02-03-2020
Zhejiang,1213,1,1093,29.0000001,119.9999999,03-03-2020
Zhejiang,1213,1,1114,29.0000001,119.9999999,04-03-2020
Zhejiang,1215,1,1124,29.0000001,119.9999999,05-03-2020
Zhejiang,1215,1,1147,29.0000001,119.9999999,06-03-2020
Zhejiang,1215,1,1154,29.0000001,119.9999999,07-03-2020
Zhejiang,1215,1,1161,29.0000001,119.9999999,08-03-2020
Zhejiang,1215,1,1176,29.0000001,119.9999999,09-03-2020
Zhejiang,1215,1,1191,29.0000001,119.9999999,10-03-2020
Zhejiang,1215,1,1195,29.0000001,119.9999999,11-03-2020
Zhejiang,1215,1,1197,29.0000001,119.9999999,12-03-2020
Zhejiang,1215,1,1197,29.0000001,119.9999999,13-03-2020
Zhejiang,1227,1,1211,29.0000001,119.9999999,14-03-2020
Zhejiang,1231,1,1211,29.0000001,119.9999999,15-03-2020
